scenario_id,annual_load_kwh,peak_load_kw,mean_load_kw,std_load_kw,load_factor,peak_to_average_ratio,daytime_load_share,nighttime_load_share,seasonal_load_variability,monthly_max_load_kwh,monthly_min_load_kwh,pv_capacity_kwp,wind_capacity_kw,annual_pv_kwh,annual_wind_kwh,total_renewable_kwh,pv_capacity_factor,wind_capacity_factor,renewable_to_load_ratio,monthly_renewable_variability,daily_renewable_variability,max_positive_net_load_kw,mean_positive_net_load_kw,std_net_load_kw,total_deficit_energy_kwh,total_surplus_energy_kwh,max_consecutive_deficit_hours,max_cumulative_deficit_event_kwh,n_deficit_hours,n_surplus_hours,net_load_q10_kw,net_load_q50_kw,net_load_q90_kw,worst_monthly_renewable_to_load_ratio,reliability_target_load_served,round_trip_efficiency,usable_soc_window_fraction,optimal_capacity_kwh
57,17721.659634756168,4.5444999108572235,2.0230205062507043,0.8114222126502036,0.4451580032860215,2.2463933987894253,0.6020744967082239,0.397925503291776,0.1132410939037332,1694.7044846175718,1264.9377290114974,14.656389773232728,19.692421838703236,18828.819999188512,14815.437250725205,33644.25724991372,0.14665335112961864,0.08588379702513112,1.8984823060211442,0.24378895348587992,0.6073075496094525,4.367330024728525,1.556350384918189,4.834193908679013,6916.4211105764325,22839.018725733986,41,70.9949513633015,4444,4316,-8.300140283261943,0.07268680531401456,2.5782468264734413,1.4021402584985332,0.9963891422755318,0.9682184306408812,0.8223087211954139,199.68
58,11694.022063206685,3.0487930599765,1.3349340254802151,0.5381592505284903,0.43785655478056773,2.2838529858280894,0.6014090018336509,0.3985909981663491,0.1129148600186361,1117.0883684979449,833.6586591027711,11.635009449738869,17.326179398550657,14947.302985765913,13035.213534250524,27982.516520016437,0.14665335112961866,0.08588379702513112,2.3928906896848448,0.25697946248696274,0.635589397043698,2.9740475966503315,1.0257883264288028,4.031586585274733,4194.448466767375,20482.942923577128,32,42.763482037324806,4089,4671,-7.122836208622955,-0.23556620601644251,1.6488112415805338,1.718431347499002,0.9963862045659057,0.8955815061780253,0.7183442011648395,92.16
60,33120.68863230169,8.373175249075574,3.7809005288015625,1.5186772122805519,0.451549193266794,2.214598132188797,0.6014366109349699,0.39856338906503014,0.1126501216043302,3165.454604324312,2366.855716773925,38.38073360674285,11.02685265029436,49307.089651640046,8295.96505963265,57603.05471127269,0.14665335112961866,0.0858837970251311,1.7391865051710922,0.1114977201171443,0.38218033697738374,8.373175249075574,2.985832409665852,8.708507504956163,15144.141981825202,39626.508060796215,44,138.88753230937755,5072,3688,-17.57444373898124,1.1612864148462956,5.157765672460688,1.3544560453839969,0.9958430983972076,0.9646534968725966,0.7296877979840115,307.2
65,22578.027669768053,5.667910096589462,2.5774004189232937,1.0379884620771822,0.45473558595683916,2.1990801487326617,0.6014250655018099,0.3985749344981901,0.112999230846134,2158.775364476949,1611.1875632322938,25.608253442217077,20.997408215276728,32898.49697076889,15797.233392080308,48695.73036284919,0.14665335112961866,0.08588379702513112,2.156775209734228,0.18574576133701656,0.4907658006762193,5.501937485123539,2.0094032375383866,6.934833091939461,8785.110954517826,34902.813647598974,38,82.23394965942,4372,4388,-13.423452608661655,-0.016621495681044637,3.307958455211918,1.7400871033296372,0.9944472748186568,0.8904271051901742,0.7144118294145887,138.24
66,21224.45744534624,5.503176116868367,2.422883270016694,0.9755408353666505,0.4402699856524777,2.271333573916027,0.601078882707254,0.39892111729274615,0.11277833647254196,2027.7235728458359,1511.1899256647955,35.25979633118389,6.111358338137558,45297.67347893573,4597.831933369531,49895.50541230526,0.14665335112961866,0.08588379702513113,2.3508495112672736,0.09926359726178009,0.37724261391162744,5.376717277104775,1.9383353534791552,7.737408394795523,9517.226585582652,38188.27455254167,43,87.26202013836836,4910,3850,-16.550289282438307,0.6833094601356222,3.2816085312772274,1.7850869975266739,0.9915569500067244,0.908250403282179,0.8485385133450172,92.16
68,10429.10579902705,2.7400342476599957,1.1905371916697545,0.47856337280248173,0.4344971938531351,2.3015108363116634,0.6011742642607708,0.39882573573922897,0.1142880436729286,998.6831685818669,740.88372639144,21.635250854909494,17.81777269172319,27794.44667392524,13405.059846071896,41199.506519997136,0.1466533511296187,0.08588379702513112,3.9504351872468986,0.18620910452221495,0.49162730177899244,2.5726522785829022,0.9231623280536256,5.837951017933517,3357.5413871310366,34127.942108101124,20,22.211775483374833,3637,5123,-12.318861285631964,-0.830598947585548,1.403561986593659,3.186524368595294,0.9947257947267052,0.8947376173832466,0.7331813735753067,30.72
69,32238.777121137933,8.073208669338062,3.680225698760038,1.4769454869651415,0.4558566301819357,2.1936721631116622,0.6019231089074335,0.39807689109256655,0.11295997940250238,3083.1239237287405,2295.7237379724947,35.08912871650713,24.78266005367211,45078.41963497012,18645.03756514143,63723.45720011155,0.14665335112961866,0.08588379702513112,1.9766090060013513,0.17067787294774156,0.4635847260896212,8.064336752201587,2.8603814263671103,9.11910437847243,13029.037397102187,44513.7174760758,38,119.55739413364871,4555,4205,-17.762927211308238,0.34169853839716735,4.766018451862491,1.6104344698681896,0.9989128949789364,0.8927436299711897,0.7896491226508702,399.36
71,19314.09139774825,4.957842957062898,2.20480495408085,0.8846484812417226,0.4447105269721997,2.2486537631759576,0.6010246081824636,0.3989753918175363,0.11312339235894762,1841.1601751741418,1373.3362098674318,37.213108664686445,5.892981779485577,47807.06132265178,4433.538062953905,52240.59938560569,0.14665335112961866,0.08588379702513112,2.704791973372157,0.09811216772043296,0.3776585896898511,4.9278697782267376,1.7644419948557697,8.128547271943638,8471.08601730255,41397.59400515999,43,78.30439456778798,4801,3959,-17.7753385225061,0.5473287338102981,2.9491198682843995,2.035146880727939,0.9944117778816144,0.9327800655713316,0.7986579951701334,92.16
75,25942.10026806163,6.719068968702183,2.961426971239912,1.1909635757803696,0.4407496016240363,2.26886194863316,0.6015038448194726,0.39849615518052744,0.11267965075702377,2476.061010948757,1842.904740869025,25.94233123013733,7.099594317921412,33327.681144484406,5341.323428083557,38669.00457256797,0.14665335112961864,0.0858837970251311,1.4905888179059636,0.1097917956296439,0.38092983912987405,6.453638099729488,2.3284998053495163,5.8829337816799265,12394.604463875476,25121.508768381813,65,177.23910136206268,5323,3437,-11.40687478491796,1.0313448970025394,4.073624925504853,1.1575297155995454,0.9956774901632828,0.8959755924193271,0.767771127121921,384.0
79,14954.790994568839,3.859368355976387,1.7071679217544338,0.6875250867195573,0.4423438667394408,2.2606846736026798,0.6014371718608698,0.39856282813913013,0.11403854871318447,1431.21382724716,1063.8288602387747,32.49950613805806,11.929857226260976,41751.574610385505,8975.333384256764,50726.90799464227,0.14665335112961864,0.08588379702513112,3.3920171811872772,0.12223216370601951,0.39228372275952417,3.7468717758089203,1.34423731876476,7.502109856452581,5597.404195336461,41369.5211954099,21,33.45370735518043,4164,4596,-16.658305659154525,-0.24117361420570604,2.1501748504956826,2.677650128034303,0.9969960881477626,0.9240729767635216,0.8971080338989852,61.44
