scenario_id,annual_load_kwh,peak_load_kw,mean_load_kw,std_load_kw,load_factor,peak_to_average_ratio,daytime_load_share,nighttime_load_share,seasonal_load_variability,monthly_max_load_kwh,monthly_min_load_kwh,pv_capacity_kwp,wind_capacity_kw,annual_pv_kwh,annual_wind_kwh,total_renewable_kwh,pv_capacity_factor,wind_capacity_factor,renewable_to_load_ratio,monthly_renewable_variability,daily_renewable_variability,max_positive_net_load_kw,mean_positive_net_load_kw,std_net_load_kw,total_deficit_energy_kwh,total_surplus_energy_kwh,max_consecutive_deficit_hours,max_cumulative_deficit_event_kwh,n_deficit_hours,n_surplus_hours,net_load_q10_kw,net_load_q50_kw,net_load_q90_kw,worst_monthly_renewable_to_load_ratio,reliability_target_load_served,round_trip_efficiency,usable_soc_window_fraction,optimal_capacity_kwh
80,26463.04008776239,6.851686487740136,3.0208949871874875,1.2168468649782433,0.4408980172389436,2.2680982016257345,0.6014177953339761,0.39858220466602395,0.11331134460667311,2528.882137617837,1883.8417629250125,23.949203685809596,24.558339581476805,30767.143362109775,18476.271838554625,49243.4152006644,0.14665335112961864,0.08588379702513112,1.8608374184278473,0.21068636968736695,0.5389401947392382,6.697832351779052,2.3356866171095945,7.01932941867855,10587.667435357791,33368.04254825979,38,99.71681067977435,4533,4227,-12.702880233741642,0.27202977696242536,3.903962128404336,1.4764153575791548,0.9907633734508065,0.9299915539123988,0.8604119573971448,153.6
81,11478.829088046969,2.953365164718721,1.31036861735696,0.5273693195875895,0.44368662331728953,2.2538430221838786,0.6014547526410169,0.398545247358983,0.11212598010206869,1093.7949253451113,819.6400962139884,37.74105001659666,21.451661812348632,48485.29879033979,16138.987479945114,64624.2862702849,0.1466533511296187,0.0858837970251311,5.629867452036453,0.15131744090948174,0.4315209239701549,2.953365164718721,1.0135750045208052,9.293756190563863,3477.5758405108822,56623.0330227488,17,23.299603321971343,3431,5329,-21.111651320613273,-1.4146978046447956,1.510948475361647,4.573844762635909,0.9904382862508246,0.8898354062003102,0.8350611257334968,30.72
83,10180.004997586364,2.6811227520430867,1.1621010271217311,0.4672036321785094,0.4334382027962648,2.3071339663846944,0.6016093936470972,0.39839060635290274,0.11315204259250411,973.341793427564,724.8658015669102,28.65693320125737,22.162506092496464,36815.085114663336,16673.785531389894,53488.87064605323,0.1466533511296187,0.08588379702513112,5.254306914263324,0.1796792910070515,0.4796213153459985,2.5741212157058277,0.8957303979762865,7.588078693527841,3011.445597996276,46320.31124646314,17,21.00024262225497,3362,5398,-16.543984727293424,-1.351053571930635,1.3158608178974025,4.258670294192221,0.9960955865942795,0.8826646560215752,0.7802711115106775,30.72
84,19506.33453442389,4.90658155883938,2.226750517628298,0.8958511543699713,0.45382930884267647,2.2034716148018947,0.6011873763432193,0.39881262365678066,0.11297041746674909,1865.792839004692,1390.2103657405228,36.8690464415109,18.43225617711717,47365.05031114577,13867.361618501373,61232.41192964715,0.14665335112961864,0.08588379702513112,3.1391039573112507,0.14140017449870443,0.4166918425161979,4.776195490341974,1.7430737630273958,8.879779052072811,7176.234682383789,48902.31207760704,37,62.480213277069026,4117,4643,-19.410151613218964,-0.4307816304172829,2.8008794966021346,2.5325224780955824,0.9931322828106856,0.9568010204029652,0.7597887302237811,76.8
85,20993.00203020268,5.529806905838478,2.3964614189729083,0.9646202046605562,0.43337162757757014,2.307488391867573,0.6013202705285999,0.3986797294714001,0.1132487590920083,2006.8860584469862,1495.9889595460227,27.70960752649447,12.93880135495668,35598.07158768299,9734.404490422097,45332.476078105086,0.14665335112961864,0.08588379702513112,2.1594089312660074,0.13659396125336942,0.40998515575999667,5.3371918661207856,1.8848860040824607,6.620722755751968,8632.77789869767,32972.25194660008,38,79.0114127148012,4580,4180,-13.680693044167741,0.27907223580558305,3.144663365657524,1.7354149097859144,0.9916883431374556,0.8876330432112187,0.768385387709132,107.52
86,33808.51361653487,8.882387796176168,3.8594193626181355,1.5490048477700724,0.4345024616330757,2.3014829334717786,0.6012380399507743,0.3987619600492259,0.11304094327417538,3240.2150557425402,2408.2011169665407,39.92740111788751,19.01762020241317,51294.06766031185,14307.75559627815,65601.82325659,0.14665335112961866,0.0858837970251311,1.9403935943668889,0.13795761761366204,0.41185312295350407,8.682774541463248,3.013123146775739,9.580979813884166,14270.151223129898,46063.46086318503,39,127.64266814526218,4736,4024,-19.29080621736177,0.6638058660625105,5.109565758762705,1.5649412208397133,0.99823768884257,0.9247224936517314,0.7268733826626123,368.64
87,18079.161507551267,4.503195851780804,2.063831222323204,0.8304987950351037,0.4583036781549385,2.1819593594052074,0.6014227453933442,0.3985772546066558,0.1136016890406562,1724.935146870913,1287.2479757583453,20.961353895974003,6.3433333769553375,26928.702467192248,4772.356512392344,31701.05897958459,0.1466533511296187,0.0858837970251311,1.7534584757342733,0.11346858833655107,0.3837663089458057,4.443379267371162,1.629685870745296,4.776829833763511,8215.246474427036,21837.14394646036,44,76.21344005995613,5041,3719,-9.648918077944492,0.6052690850794438,2.7957474337941295,1.362194987251254,0.9940795192485016,0.9371086238456616,0.7686584924757816,138.24
90,16217.662563336899,4.311334052516148,1.851331342846678,0.7452717145364962,0.4294103217926753,2.3287749484578355,0.6013881543888522,0.3986118456111477,0.11241423211996805,1544.0813137882903,1153.9875365997627,17.241161848799887,11.449846943373306,22149.433663453005,8614.20145827658,30763.635121729585,0.14665335112961866,0.08588379702513112,1.8969216433986371,0.16486924738943307,0.4535887141684186,4.200573624152342,1.4397668857352297,4.416700260243938,6669.000214725584,21214.97277311827,38,60.750807984760776,4632,4128,-8.638563559855573,0.239594193073501,2.413205735730165,1.5585089476312262,0.992549222399251,0.9305340454972946,0.8583948850282748,92.16
91,29050.29234346903,7.388505303505754,3.3162434182042273,1.331728173248201,0.44883819960590826,2.227974358862562,0.6014614863078851,0.39853851369211474,0.1123939585159257,2778.6019377770717,2079.452113341729,33.51472328127141,13.767725171683855,43055.80717689144,10358.038743889918,53413.84592078136,0.14665335112961866,0.08588379702513112,1.8386681032072176,0.1284545363493019,0.3994727154172631,7.388505303505754,2.6022742173508386,7.883726195690707,12639.24587367302,37002.799450985345,38,115.56678735110725,4857,3903,-15.862975214681551,0.771187876371578,4.424901484995644,1.4658786785631877,0.9960713772928113,0.9533174598806096,0.8805107938438463,215.04
92,22082.862751345536,5.666633208530399,2.520874743304285,1.0132633120160186,0.44486287545652803,2.247883685447517,0.6016998848300783,0.3983001151699217,0.11358484142562472,2116.3712605044593,1575.0109352418576,30.945691768297404,9.14041083049624,39755.415151402805,6876.715531195606,46632.130682598414,0.14665335112961866,0.08588379702513109,2.1116886523128464,0.11252901445557413,0.3829924328201335,5.477180299195884,1.9877256648832324,7.014833789608623,9586.800881731831,34136.06881298471,43,86.88518995080523,4823,3937,-14.693026388437795,0.5859941049190032,3.379373047697911,1.6411421562249056,0.9937494866976224,0.8801494636907321,0.7224140741997395,138.24
93,30326.694232515005,7.6948165354572,3.4619513964058224,1.3923900145372181,0.4499069445585066,2.222681850313067,0.6011806139270808,0.3988193860729194,0.11316561768746808,2896.4361774133085,2155.821770828522,35.88293691222634,5.024661250238163,46098.21181178399,3780.2640055549437,49878.475817338935,0.14665335112961866,0.0858837970251311,1.6447053356663361,0.09689739631219581,0.37855950579594533,7.498722129386137,2.791360245438989,7.846461407375481,14964.482275798422,34516.263860622355,65,210.6458213073406,5361,3399,-15.676485908886642,1.3013090249918298,4.830816728431467,1.236579212890562,0.9929978474490956,0.9188194318131804,0.8561162275053169,230.4
94,22899.617638709195,6.082402331287927,2.6141116025923736,1.0494526664827468,0.429782750336222,2.3267569468939673,0.6015965901010127,0.3984034098989872,0.11290296230558684,2188.1346468846746,1637.2598180885673,35.236111186448696,10.206970868305,45267.24556771245,7679.133509223612,52946.379076936064,0.1466533511296187,0.08588379702513112,2.31210756058373,0.11179930923382723,0.38241364175107917,5.981573569681619,2.0639423810624264,7.9699581170203295,9752.127750519965,39798.889188746834,43,91.28586021308071,4725,4035,-16.958076493399155,0.5103091952144911,3.464860145791496,1.794610950082207,0.9943187706049595,0.9414932521892933,0.7456505750926841,122.88
95,11942.771593878322,3.068309687951509,1.3633300906253791,0.54821180567744,0.4443261043625545,2.2505992562256374,0.6014246972386138,0.39857530276138603,0.11377683856170255,1141.537630379171,851.5712113367882,19.922072261646,23.607692351783008,25593.55464948323,17761.059941589105,43354.614591072335,0.14665335112961866,0.08588379702513113,3.6301970819985567,0.2280714560001974,0.5743250947206725,3.068309687951509,1.0545299654095635,6.154523610899073,3794.1988155436093,35206.04181273762,20,26.717352460535952,3598,5162,-12.168271896879569,-0.9655446935798877,1.6050228447319255,2.7922511996703636,0.996404022374371,0.8935408610401727,0.7094748040010963,61.44
96,10370.391272844934,2.7295359551967455,1.1838346201877779,0.4780687176257513,0.4337127774169389,2.3056733674200127,0.6016560949640601,0.3983439050359399,0.11398313485908568,990.5813978129037,734.2234107682508,14.146161149155922,23.37646387061366,18173.3377781356,17587.097029286866,35760.43480742247,0.14665335112961866,0.0858837970251311,3.448320691723739,0.2705342979939664,0.6651381710235279,2.6858213522445737,0.9144896975142462,5.177603800678089,3251.010874663145,28641.054409240678,21,23.38770887346513,3555,5205,-9.452708871727244,-0.7772141483095105,1.3958054023866557,2.397681656905008,0.9902815516161148,0.8899566520805983,0.8240298573256593,30.72
98,13124.335723214557,3.3219506054348877,1.498211840549607,0.6037604287795575,0.45100364770579454,2.2172769667981376,0.6012722437559403,0.39872775624405954,0.11305719076317595,1251.7215119777943,939.4741106861496,22.420782813677093,11.352712687271234,28803.606506877928,8541.123271755725,37344.72977863366,0.14665335112961866,0.08588379702513112,2.8454567580572965,0.14233308774783573,0.4180322171725457,3.257635871126942,1.1752700838817527,5.415552318748061,4958.464483897114,29178.85853931621,37,43.736091295255875,4219,4541,-11.658246228566345,-0.15632722832322288,1.8940978607070258,2.294008263482127,0.9931183078986646,0.8817130733035738,0.7330975515163549,61.44
99,16917.757457683118,4.437328007979149,1.9312508513336892,0.7771629081951485,0.43522832836809394,2.29764455762689,0.6017674545317392,0.39823254546826103,0.11364263212389636,1617.5602812775955,1201.301263170107,14.311559843666023,18.86190853859403,18385.822728059564,14190.607162052327,32576.42989011189,0.14665335112961866,0.08588379702513112,1.9255761274268335,0.24134521734388525,0.6021250840734382,4.276035237189585,1.48782545451726,4.675650856745692,6585.115461693393,22243.787894122164,36,63.48201876468352,4426,4334,-8.094956152840329,0.044450682970978206,2.456279118812448,1.426670847591016,0.9989259702833584,0.8803606844260006,0.7033159603795114,307.2
