n_modules,nominal_battery_capacity_kwh,usable_battery_capacity_kwh,rated_battery_power_kw,annual_load_kwh,peak_load_kw,annual_pv_kwh,annual_wind_kwh,total_renewable_kwh,direct_renewable_consumption_kwh,load_served_kwh,load_served_fraction,lpsp,unserved_energy_kwh,hours_with_unmet_load,curtailed_energy_kwh,renewable_utilization,battery_charge_kwh,battery_discharge_kwh,battery_losses_kwh,min_soc_kwh,max_soc_kwh,mean_soc_kwh,battery_throughput_kwh,equivalent_full_cycles,initial_cost_eur,replacement_cost_eur,present_value_cost_eur,equivalent_annual_cost_eur,cost_per_kwh_served_eur,candidate_runtime_seconds,diesel_rated_power_kw,diesel_annual_energy_kwh,diesel_annual_fuel_l,diesel_annual_fuel_cost_eur,diesel_annualized_capital_cost_eur,still_unserved_energy_kwh,lpsp_after_diesel,renewable_share,pv_annualized_cost_eur,wind_annualized_cost_eur,battery_annualized_cost_eur,total_annualized_cost_eur,system_lcoe_eur_per_kwh
39,9750.0,8287.5,4875.0,3800000.0000000005,729.1325911576365,2312430.040611827,1919836.2558094147,4232266.296421241,2239495.6211976362,3262863.994131633,0.8586484195083244,0.14135158049167554,537136.0058683672,1729,915540.8089772927,0.783675991808109,1077229.8662463129,1023368.372933997,53861.49331231576,975.0,9262.5,4914.497950740075,2100598.2391803097,123.48336324995438,2925000.0,2925000.0,4720696.26660672,378800.8817739606,0.11609459740131563,0.0025467170000013084,911.4157389470456,537136.0058683672,260487.4472831008,234438.70255479074,88176.20837632718,0.0,0.0,0.8586484195083245,120005.65986027101,183122.10171180282,378800.8817739606,1004543.5542771524,0.2643535669150401
40,10000.0,8500.0,5000.0,3800000.0000000005,729.1325911576365,2312430.040611827,1919836.2558094147,4232266.296421241,2239495.6211976362,3269209.120387247,0.8603181895755911,0.13968181042440878,530790.8796127534,1704,908861.7287082257,0.785254125082642,1083908.94651538,1029713.4991896106,54195.44732576911,1000.0,9500.0,5047.547539646595,2113622.4457049905,121.14276461054243,3000000.0,3000000.0,4841739.760622278,388513.7248963699,0.11884027928147631,0.002378789999994524,911.4157389470456,530790.8796127534,257070.67592578894,231363.60833321005,88176.20837632718,0.0,0.0,0.8603181895755913,120005.65986027101,183122.10171180282,388513.7248963699,1011181.3031779809,0.2661003429415739
41,10250.0,8712.5,5125.0,3800000.0000000005,729.1325911576365,2312430.040611827,1919836.2558094147,4232266.296421241,2239495.6211976362,3275391.6609387994,0.8619451739312629,0.13805482606873715,524608.3390612012,1685,902353.7912855392,0.7867918207206007,1090416.8839380662,1035896.0397411629,54520.84419690344,1025.0,9737.5,5181.560364669582,2126312.923679229,118.89768031462415,3075000.0,3075000.0,4962783.254637835,398226.5680187791,0.12158135858007241,0.002281756000002133,911.4157389470456,524608.3390612012,254139.3095232996,228725.37857096965,88176.20837632718,0.0,0.0,0.8619451739312629,120005.65986027101,183122.10171180282,398226.5680187791,1018255.9165381498,0.2679620832995131
42,10500.0,8925.0,5250.0,3800000.0000000005,729.1325911576365,2312430.040611827,1919836.2558094147,4232266.296421241,2239495.6211976362,3281398.1229537874,0.863525821829944,0.13647417817005597,518601.8770462128,1666,896031.1996908145,0.788285722841096,1096739.475532791,1041902.5017561514,54836.97377663968,1050.0,9975.0,5314.4180128121925,2138641.977288943,116.73977610713182,3150000.0,3150000.0,5083826.748653391,407939.41114118835,0.12431877993944151,0.002260715999995,911.4157389470456,518601.8770462128,251251.2584408049,226126.1325967244,88176.20837632718,0.0,0.0,0.863525821829944,120005.65986027101,183122.10171180282,407939.41114118835,1025369.5136863139,0.2698340825490299
43,10750.0,9137.5,5375.0,3800000.0000000005,729.1325911576365,2312430.040611827,1919836.2558094147,4232266.296421241,2239495.6211976362,3287237.551640304,0.8650625135895536,0.13493748641044656,512762.448359697,1648,889884.4326523768,0.7897380811304683,1102886.2425712286,1047741.9304426671,55144.31212856156,1075.0,10212.5,5447.423518715069,2150628.1730138958,114.66395955596904,3225000.0,3225000.0,5204870.242668948,417652.2542635976,0.12705265369556046,0.0020079210000005787,911.4157389470456,512762.448359697,248478.53236905183,223630.67913214664,88176.20837632718,0.0,0.0,0.8650625135895534,120005.65986027101,183122.10171180282,417652.2542635976,1032586.9033441453,0.2717333956168803
44,11000.0,9350.0,5500.0,3800000.0000000005,729.1325911576365,2312430.040611827,1919836.2558094147,4232266.296421241,2239495.6211976362,3293036.8942754646,0.8665886563882801,0.13341134361171988,506963.10572453565,1631,883779.8614574701,0.7911804693847396,1108990.8137661354,1053541.2730778283,55449.54068830689,1100.0,10450.0,5579.949625728334,2162532.0868439637,112.67821102436666,3300000.0,3300000.0,5325913.736684505,427365.0973860068,0.1297784115716796,0.0020357880000005935,911.4157389470456,506963.10572453565,245789.90227786909,221210.91205008217,88176.20837632718,0.0,0.0,0.8665886563882801,120005.65986027101,183122.10171180282,427365.0973860068,1039879.97938449,0.27365262615381314
45,11250.0,9562.5,5625.0,3800000.0000000005,729.1325911576365,2312430.040611827,1919836.2558094147,4232266.296421241,2239495.6211976362,3298707.8872531857,0.8680810229613646,0.13191897703863545,501292.11274681473,1610,877810.3951651324,0.7925909350488178,1114960.2800584733,1059212.2660555495,55748.01400292378,1125.0,10687.5,5713.059092265807,2174172.546114023,110.76729579665877,3375000.0,3375000.0,5446957.230700063,437077.9405084161,0.13249974094322375,0.0018895999999983815,911.4157389470456,501292.11274681473,242835.90695466773,218552.31625920098,88176.20837632718,0.0,0.0,0.8680810229613646,120005.65986027101,183122.10171180282,437077.9405084161,1046934.226716018,0.27550900703053105
46,11500.0,9775.0,5750.0,3800000.0000000005,729.1325911576365,2312430.040611827,1919836.2558094147,4232266.296421241,2239495.6211976362,3304300.11050852,0.8695526606601368,0.13044733933986327,495699.88949148054,1592,871923.8443700438,0.7939818094368652,1120846.8308535619,1064804.4893108835,56042.341542678216,1150.0,10925.0,5846.712152621292,2185651.3201644453,108.93140555610061,3450000.0,3450000.0,5568000.724715618,446790.7836308253,0.1352149528458133,0.002153662000011991,911.4157389470456,495699.88949148054,240123.99341898528,216111.59407708675,88176.20837632718,0.0,0.0,0.8695526606601367,120005.65986027101,183122.10171180282,446790.7836308253,1054206.347656313,0.2774227230674508
47,11750.0,9987.5,5875.0,3800000.0000000005,729.1325911576365,2312430.040611827,1919836.2558094147,4232266.296421241,2239495.6211976362,3309734.5829253523,0.8709827849803558,0.12901721501964425,490265.4170746482,1575,866203.3470891677,0.7953334486958866,1126567.328134438,1070238.961727716,56328.36640672202,1175.0,11162.5,5980.217696998449,2196806.289862154,107.157843477118,3525000.0,3525000.0,5689044.218731176,456503.6267532346,0.13792756346937882,0.002219515999996702,911.4157389470456,490265.4170746482,237525.12140151148,213772.60926136034,88176.20837632718,0.0,0.0,0.8709827849803558,120005.65986027101,183122.10171180282,456503.6267532346,1061580.205962996,0.2793632120955252
48,12000.0,10200.0,6000.0,3800000.0000000005,729.1325911576365,2312430.040611827,1919836.2558094147,4232266.296421241,2239495.6211976362,3314963.0158801614,0.872358688389516,0.12764131161048395,485036.98411983903,1559,860699.7334525262,0.7966338426813255,1132070.9417710793,1075467.3946825252,56603.54708855409,1200.0,11400.0,6112.802473086855,2207538.3364536045,105.4379798708358,3600000.0,3600000.0,5810087.712746733,466216.46987564384,0.14064002151524999,0.0019835659999785094,911.4157389470456,485036.98411983903,235051.16990363263,211546.05291326938,88176.20837632718,0.0,0.0,0.872358688389516,120005.65986027101,183122.10171180282,466216.46987564384,1069066.4927373142,0.2813332875624511
49,12250.0,10412.5,6125.0,3800000.0000000005,729.1325911576365,2312430.040611827,1919836.2558094147,4232266.296421241,2239495.6211976362,3319973.1597560793,0.8736771473042313,0.12632285269576876,480026.8402439214,1537,855425.8977936656,0.7978799447196873,1137344.77742994,1080477.5385584428,56867.23887149712,1225.0,11637.5,6244.047091154766,2217822.315988383,103.76735064186725,3675000.0,3675000.0,5931131.20676229,475929.31299805304,0.14335336163772477,0.001967958000022918,911.4157389470456,480026.8402439214,232185.5086475377,208966.95778278392,88176.20837632718,0.0,0.0,0.8736771473042313,120005.65986027101,183122.10171180282,475929.31299805304,1076200.240729238,0.2832105896655889
50,12500.0,10625.0,6250.0,3800000.0000000005,729.1325911576365,2312430.040611827,1919836.2558094147,4232266.296421241,2239495.6211976362,3324764.637833507,0.8749380625877649,0.12506193741223526,475235.362166494,1519,850382.2366595316,0.7990716611148486,1142388.438564074,1085269.01663587,57119.421928203825,1250.0,11875.0,6375.723468474385,2227657.455199944,102.1429662716113,3750000.0,3750000.0,6052174.700777847,485642.15612046234,0.14606813083674938,0.002161960999984558,911.4157389470456,475235.362166494,229670.5784256203,206703.52058305827,88176.20837632718,0.0,0.0,0.8749380625877647,120005.65986027101,183122.10171180282,485642.15612046234,1083649.6466519218,0.2851709596452425
51,12750.0,10837.5,6375.0,3800000.0000000005,729.1325911576365,2312430.040611827,1919836.2558094147,4232266.296421241,2239495.6211976362,3329528.3835695316,0.8761916798867188,0.1238083201132812,470471.6164304686,1496,845367.7674637155,0.8002564800380001,1147402.9077598902,1090032.7623718954,57370.145387994635,1275.0,12112.5,6507.306982768932,2237435.670131786,100.57972432497304,3825000.0,3825000.0,6173218.194793403,495354.99924287153,0.1487763257064683,0.002097225999989405,911.4157389470456,470471.6164304686,226791.29630000162,204112.16667000146,88176.20837632718,0.0,0.0,0.8761916798867188,120005.65986027101,183122.10171180282,495354.99924287153,1090771.135861274,0.2870450357529668
52,13000.0,11050.0,6500.0,3800000.0000000005,729.1325911576365,2312430.040611827,1919836.2558094147,4232266.296421241,2239495.6211976362,3333938.2808010434,0.8773521791581692,0.12264782084183078,466061.719198957,1477,840725.7703779137,0.8013532912404822,1152044.9048456918,1094442.6596034071,57602.24524228473,1300.0,12350.0,6640.413936114261,2246487.564449099,99.04458457949386,3900000.0,3900000.0,6294261.688808961,505067.84236528084,0.15149285914312982,0.002088957000012215,911.4157389470456,466061.719198957,224296.00015424227,201866.40013881805,88176.20837632718,0.0,0.0,0.8773521791581692,120005.65986027101,183122.10171180282,505067.84236528084,1098238.2124525,0.28901005590855255
53,13250.0,11262.5,6625.0,3800000.0000000005,729.1325911576365,2312430.040611827,1919836.2558094147,4232266.296421241,2239495.6211976362,3338080.6683975873,0.8784422811572598,0.1215577188427403,461919.3316024132,1462,836365.3623815518,0.8023835685649616,1156405.3128420538,1098585.047199951,57820.26564210282,1325.0,12587.5,6775.315923539114,2254990.360042005,97.54362239289243,3975000.0,3975000.0,6415305.182824518,514780.68548769003,0.15421457317111675,0.002071666999995614,911.4157389470456,461919.3316024132,222163.45062643394,199947.10556379057,88176.20837632718,0.0,0.0,0.8784422811572596,120005.65986027101,183122.10171180282,514780.68548769003,1106031.7609998817,0.29106098973681094
54,13500.0,11475.0,6750.0,3800000.0000000005,729.1325911576365,2312430.040611827,1919836.2558094147,4232266.296421241,2239495.6211976362,3342088.7075370615,0.8794970282992266,0.12050297170077336,457911.2924629388,1442,832146.3738136839,0.8033804313028842,1160624.3014099216,1102593.0863394253,58031.21507049621,1350.0,12825.0,6913.617312980356,2263217.387749347,96.08654347184535,4050000.0,4050000.0,6536348.676840074,524493.5286100993,0.15693584895794782,0.002016106000013451,911.4157389470456,457911.2924629388,219692.7767593785,197723.49908344066,88176.20837632718,0.0,0.0,0.8794970282992266,120005.65986027101,183122.10171180282,524493.5286100993,1113520.997641941,0.2930318414847213
55,13750.0,11687.5,6875.0,3800000.0000000005,729.1325911576365,2312430.040611827,1919836.2558094147,4232266.296421241,2239495.6211976362,3346023.9757537777,0.8805326251983624,0.11946737480163738,453976.0242462221,1429,828003.9862171402,0.8043591947611398,1164766.6890064655,1106528.354556142,58238.334450323404,1375.0,13062.5,7052.576310880826,2271295.0435626074,94.67622284972337,4125000.0,4125000.0,6657392.170855632,534206.3717325086,0.159654077676525,0.0021218349999969632,911.4157389470456,453976.0242462221,217759.64822288213,195983.68340059393,88176.20837632718,0.0,0.0,0.8805326251983626,120005.65986027101,183122.10171180282,534206.3717325086,1121494.0250815037,0.2951300066003957
56,14000.0,11900.0,7000.0,3800000.0000000005,729.1325911576365,2312430.040611827,1919836.2558094147,4232266.296421241,2239495.6211976362,3349947.409498765,0.8815651077628328,0.11843489223716716,450052.5905012353,1412,823874.0559592592,0.8053350147990644,1168896.6192643463,1110451.788301129,58444.83096321745,1400.0,13300.0,7192.069878281689,2279348.4075654754,93.31527632782596,4200000.0,4200000.0,6778435.664871188,543919.2148549177,0.16236649366871747,0.002111001999992368,911.4157389470456,450052.5905012353,215532.49171868234,193979.24254681412,88176.20837632718,0.0,0.0,0.8815651077628328,120005.65986027101,183122.10171180282,543919.2148549177,1129202.427350133,0.2971585335131928
57,14250.0,12112.5,7125.0,3800000.0000000005,729.1325911576365,2312430.040611827,1919836.2558094147,4232266.296421241,2239495.6211976362,3353675.5583356544,0.8825461995620142,0.11745380043798573,446324.4416643458,1403,819949.6887625336,0.806262264391096,1172820.9864610722,1114179.9371380182,58641.04932305373,1425.0,13537.5,7329.365329848392,2287000.9235990904,91.985959722437,4275000.0,4275000.0,6899479.158886746,553632.057977327,0.16508217576421758,0.0020965799999999035,911.4157389470456,446324.4416643458,213947.2537973724,192552.52841763516,88176.20837632718,0.0,0.0,0.8825461995620143,120005.65986027101,183122.10171180282,553632.057977327,1137488.5563433631,0.2993390937745692
58,14500.0,12325.0,7250.0,3800000.0000000005,729.1325911576365,2312430.040611827,1919836.2558094147,4232266.296421241,2239495.6211976362,3357204.205879985,0.8834747910210485,0.11652520897895148,442795.7941200157,1392,816235.3229263965,0.8071398948557191,1176535.352297209,1117708.5846823484,58826.76761486058,1450.0,13775.0,7464.425492725332,2294243.9369795574,90.68629490323313,4350000.0,4350000.0,7020522.652902302,563344.9010997363,0.1678017977318938,0.001985232999999198,911.4157389470456,442795.7941200157,212262.62357015756,191036.36121314182,88176.20837632718,0.0,0.0,0.8834747910210485,120005.65986027101,183122.10171180282,563344.9010997363,1145685.2322612791,0.30149611375296814
59,14750.0,12537.5,7375.0,3800000.0000000005,729.1325911576365,2312430.040611827,1919836.2558094147,4232266.296421241,2239495.6211976362,3360725.235337047,0.8844013777202754,0.11559862227972457,439274.76466295344,1384,812528.9761294888,0.8080156305815268,1180241.6990941167,1121229.6141394107,59012.08495470596,1475.0,14012.5,7599.516541177556,2301471.3132335274,89.43007889446945,4425000.0,4425000.0,7141566.146917859,573057.7442221455,0.1705160952155833,0.0021566720000123496,911.4157389470456,439274.76466295344,210802.57182822237,189722.31464540013,88176.20837632718,0.0,0.0,0.8844013777202754,120005.65986027101,183122.10171180282,573057.7442221455,1154084.0288159468,0.30370632337261755
60,15000.0,12750.0,7500.0,3800000.0000000005,729.1325911576365,2312430.040611827,1919836.2558094147,4232266.296421241,2239495.6211976362,3364056.1131800325,0.885277924521061,0.11472207547893887,435943.88681996777,1373,809022.788926346,0.808844072592869,1183747.8862972595,1124560.4919823962,59187.39431486311,1500.0,14250.0,7736.100152663645,2308308.3782796557,88.20082290058009,4500000.0,4500000.0,7262609.640933417,582770.5873445548,0.1732345025581822,0.0019698750000145537,911.4157389470456,435943.88681996777,209166.59294753827,188249.93365278444,88176.20837632718,0.0,0.0,0.8852779245210611,120005.65986027101,183122.10171180282,582770.5873445548,1162324.4909457401,0.3058748660383526
61,15250.0,12962.5,7625.0,3800000.0000000005,729.1325911576365,2312430.040611827,1919836.2558094147,4232266.296421241,2239495.6211976362,3367370.0232572677,0.8861500061203335,0.1138499938796665,432629.97674273275,1364,805534.4625292565,0.8096682944524526,1187236.212694349,1127874.4020596314,59361.810634717585,1525.0,14487.5,7873.0044864668425,2315110.61475398,87.01056139322132,4575000.0,4575000.0,7383653.134948973,592483.430466964,0.17594841861003827,0.002269982999990816,911.4157389470456,432629.97674273275,207683.25776110333,186914.93198499302,88176.20837632718,0.0,0.0,0.8861500061203335,120005.65986027101,183122.10171180282,592483.430466964,1170702.332400358,0.3080795611579889
62,15500.0,13175.0,7750.0,3800000.0000000005,729.1325911576365,2312430.040611827,1919836.2558094147,4232266.296421241,2239495.6211976362,3370683.933334503,0.8870220877196059,0.11297791228039412,429316.0666654977,1355,802046.1361321671,0.8104925163120362,1190724.5390914385,1131188.3121368664,59536.22695457206,1550.0,14725.0,8011.858380312905,2321912.851228305,85.85869541835798,4650000.0,4650000.0,7504696.62896453,602196.2735893733,0.17865699825306405,0.001963858000010532,911.4157389470456,429316.0666654977,206199.9225746684,185579.93031720156,88176.20837632718,0.0,0.0,0.8870220877196059,120005.65986027101,183122.10171180282,602196.2735893733,1179080.173854976,0.31028425627762524
63,15750.0,13387.5,7875.0,3800000.0000000005,729.1325911576365,2312430.040611827,1919836.2558094147,4232266.296421241,2239495.6211976362,3373997.843411738,0.8878941693188783,0.11210583068112173,426002.15658826265,1346,798557.8097350774,0.81131673817162,1194212.865488528,1134502.2222141013,59710.64327442654,1575.0,14962.5,8153.023567275041,2328715.087702629,84.74339661729982,4725000.0,4725000.0,7625740.122980087,611909.1167117825,0.18136025721137652,0.0019581180000045606,911.4157389470456,426002.15658826265,204716.5873882334,184244.92864941005,88176.20837632718,0.0,0.0,0.8878941693188782,120005.65986027101,183122.10171180282,611909.1167117825,1187458.0153095936,0.31248895139726146
64,16000.0,13600.0,8000.0,3800000.0000000005,729.1325911576365,2312430.040611827,1919836.2558094147,4232266.296421241,2239495.6211976362,3377231.704511183,0.8887451853976795,0.11125481460232035,422768.2954888174,1337,795153.7454198719,0.8121210505841172,1197616.9298037337,1137736.0833135468,59880.846490186814,1600.0,15200.0,8293.400992804154,2335353.013117281,83.6570649495255,4800000.0,4800000.0,7746783.616995644,621621.9598341917,0.18406257379493737,0.001840874999999187,911.4157389470456,422768.2954888174,203252.94425033475,182927.64982530128,88176.20837632718,0.0,0.0,0.8887451853976797,120005.65986027101,183122.10171180282,621621.9598341917,1195853.5796078942,0.31469831042313
65,16250.0,13812.5,8125.0,3800000.0000000005,729.1325911576365,2312430.040611827,1919836.2558094147,4232266.296421241,2239495.6211976362,3380216.170988345,0.8895305713127223,0.11046942868727774,419783.82901165547,1328,792012.2017597016,0.8128633346088315,1200758.473463904,1140720.5497907086,60037.923673195335,1625.0,15437.5,8432.978280892708,2341479.0232546125,82.58610315226849,4875000.0,4875000.0,7867827.1110112015,631334.802956601,0.18677349939190557,0.0019340929999884793,911.4157389470456,419783.82901165547,201850.6521895178,181665.58697056602,88176.20837632718,0.0,0.0,0.8895305713127223,120005.65986027101,183122.10171180282,631334.802956601,1204304.359875568,0.3169221999672547
66,16500.0,14025.0,8250.0,3800000.0000000005,729.1325911576365,2312430.040611827,1919836.2558094147,4232266.296421241,2239495.6211976362,3383115.8423059257,0.8902936427120856,0.1097063572879144,416884.1576940748,1319,788959.9161622482,0.8135845287359672,1203810.7590613575,1143620.2211082892,60190.537953068,1650.0,15675.0,8572.818618988847,2347430.9801696464,81.54154874212401,4950000.0,4950000.0,7988870.605026757,641047.6460790102,0.18948439130067543,0.0018395959999963907,911.4157389470456,416884.1576940748,200469.2197379578,180422.29776416204,88176.20837632718,0.0,0.0,0.8902936427120856,120005.65986027101,183122.10171180282,641047.6460790102,1212773.9137915731,0.31915102994515077
67,16750.0,14237.5,8375.0,3800000.0000000005,729.1325911576365,2312430.040611827,1919836.2558094147,4232266.296421241,2239495.6211976362,3386015.5136235063,0.8910567141114489,0.10894328588855108,413984.48637649417,1307,785907.6305647949,0.814305722863103,1206863.0446588106,1146519.89242587,60343.152232940665,1675.0,15912.5,8712.454511409984,2353382.9370846804,80.52817506064056,5025000.0,5025000.0,8109914.099042315,650760.4892014195,0.1921906401737113,0.00208556000001181,911.4157389470456,413984.48637649417,198865.08285058613,178978.57456552752,88176.20837632718,0.0,0.0,0.8910567141114489,120005.65986027101,183122.10171180282,650760.4892014195,1221043.0337153482,0.32132711413561793
68,17000.0,14450.0,8500.0,3800000.0000000005,729.1325911576365,2312430.040611827,1919836.2558094147,4232266.296421241,2239495.6211976362,3388871.585675507,0.8918083120198701,0.10819168798012989,411128.4143244936,1298,782901.2389311101,0.8150160731631837,1209869.4362924953,1149375.9644778706,60493.47181462491,1700.0,16150.0,8852.312259719929,2359245.400770366,79.54158923722288,5100000.0,5100000.0,8230957.593057872,660473.3323238287,0.1948947653005199,0.002069589000001315,911.4157389470456,411128.4143244936,197494.37581835888,177744.93823652298,88176.20837632718,0.0,0.0,0.8918083120198701,120005.65986027101,183122.10171180282,660473.3323238287,1229522.2405087529,0.3235584843444086
69,17250.0,14662.5,8625.0,3800000.0000000005,729.1325911576365,2312430.040611827,1919836.2558094147,4232266.296421241,2239495.6211976362,3391564.13761326,0.8925168783192788,0.10748312168072108,408435.86238674016,1287,780066.9737334748,0.8156857534240954,1212703.7014901307,1152068.516415624,60635.18507450666,1725.0,16387.5,8991.302836463537,2364772.2179057547,78.57244783738271,5175000.0,5175000.0,8352001.087073429,670186.175446238,0.19760386307123387,0.0019290879999971366,911.4157389470456,408435.86238674016,196015.42511036192,176413.88259932573,88176.20837632718,0.0,0.0,0.892516878319279,120005.65986027101,183122.10171180282,670186.175446238,1237904.027993965,0.32576421789314863
70,17500.0,14875.0,8750.0,3800000.0000000005,729.1325911576365,2312430.040611827,1919836.2558094147,4232266.296421241,2239495.6211976362,3394087.438398502,0.8931809048417109,0.10681909515828904,405912.5616014984,1276,777410.8676437467,0.8163133382459613,1215359.8075798587,1154591.8172008656,60767.99037899308,1750.0,16625.0,9131.143470118712,2369951.6247807243,77.6196179630834,5250000.0,5250000.0,8473044.581088986,679899.0185686473,0.20031865145155403,0.0020961559999932433,911.4157389470456,405912.5616014984,194578.11018588283,175120.29916729455,88176.20837632718,0.0,0.0,0.893180904841711,120005.65986027101,183122.10171180282,679899.0185686473,1246323.2876843428,0.3279798125485112
71,17750.0,15087.5,8875.0,3800000.0000000005,729.1325911576365,2312430.040611827,1919836.2558094147,4232266.296421241,2239495.6211976362,3396572.8709564283,0.8938349660411652,0.10616503395883475,403427.1290435721,1267,774794.6228459296,0.816931504640649,1217976.0523776761,1157077.249758792,60898.802618883936,1775.0,16862.5,9271.252423738426,2375053.3021364682,76.69111845957197,5325000.0,5325000.0,8594088.075104542,689611.8616910565,0.20303166983044038,0.0020074799999747484,911.4157389470456,403427.1290435721,193298.58046919783,173968.72242227805,88176.20837632718,0.0,0.0,0.8938349660411653,120005.65986027101,183122.10171180282,689611.8616910565,1254884.5540617355,0.3302327773846672
72,18000.0,15300.0,9000.0,3800000.0000000005,729.1325911576365,2312430.040611827,1919836.2558094147,4232266.296421241,2239495.6211976362,3399058.303514355,0.8944890272406196,0.10551097275938047,400941.69648564584,1259,772178.3780481125,0.8175496710353367,1220592.297175493,1159562.6823167182,61029.61485877479,1800.0,17100.0,9410.985764185274,2380154.9794922112,75.78841060893583,5400000.0,5400000.0,8715131.5691201,699324.7048134658,0.20574072062559795,0.002021977999987712,911.4157389470456,400941.69648564584,192093.28556445008,172883.9570080051,88176.20837632718,0.0,0.0,0.8944890272406195,120005.65986027101,183122.10171180282,699324.7048134658,1263512.6317698718,0.33250332414996625
73,18250.0,15512.5,9125.0,3800000.0000000005,729.1325911576365,2312430.040611827,1919836.2558094147,4232266.296421241,2239495.6211976362,3401543.7360722804,0.8951430884400737,0.10485691155992619,398456.26392771956,1254,769562.1332502954,0.8181678374300245,1223208.5419733105,1162048.1148746447,61160.42709866565,1825.0,17337.5,9549.326487803259,2385256.656847955,74.91043448023495,5475000.0,5475000.0,8836175.063135657,709037.5479358751,0.20844581253410308,0.002060620999998264,911.4157389470456,398456.26392771956,191110.69509551403,171999.62558596264,88176.20837632718,0.0,0.0,0.8951430884400738,120005.65986027101,183122.10171180282,709037.5479358751,1272341.143470239,0.3348266167026944
74,18500.0,15725.0,9250.0,3800000.0000000005,729.1325911576365,2312430.040611827,1919836.2558094147,4232266.296421241,2239495.6211976362,3403943.772904912,0.89577467708024,0.10422532291976014,396056.2270950886,1243,767035.7786896311,0.81876476455694,1225734.8965339744,1164448.1517072755,61286.74482669886,1850.0,17575.0,9687.457658207475,2390183.04824125,74.05075686532754,5550000.0,5550000.0,8957218.557151213,718750.3910582842,0.21115225133254933,0.001969129999991992,911.4157389470456,396056.2270950886,189703.7031033772,170733.33279303947,88176.20837632718,0.0,0.0,0.8957746770802398,120005.65986027101,183122.10171180282,718750.3910582842,1280787.6937997246,0.3370493931051906
75,18750.0,15937.5,9375.0,3800000.0000000005,729.1325911576365,2312430.040611827,1919836.2558094147,4232266.296421241,2239495.6211976362,3406222.0860830112,0.8963742331797397,0.10362576682026037,393777.91391698946,1239,764637.5542916321,0.8193314170854038,1228133.1209319734,1166726.4648853748,61406.656046598815,1875.0,17812.5,9825.912645700651,2394859.585817348,73.20636642418037,5625000.0,5625000.0,9078262.05116677,728463.2341806934,0.21386251858239533,0.0018754390000026433,911.4157389470456,393777.91391698946,188846.2988138159,169961.66893243432,88176.20837632718,0.0,0.0,0.8963742331797396,120005.65986027101,183122.10171180282,728463.2341806934,1289728.8730615287,0.3394023350161917
76,19000.0,16150.0,9500.0,3800000.0000000005,729.1325911576365,2312430.040611827,1919836.2558094147,4232266.296421241,2239495.6211976362,3408500.3992611105,0.8969737892792394,0.10302621072076061,391499.60073889035,1232,762239.329893633,0.8198980696138676,1230531.3453299724,1169004.7780634738,61526.567266498765,1900.0,18050.0,9964.48962679039,2399536.123393446,72.38419678411603,5700000.0,5700000.0,9199305.545182327,738176.0773031027,0.21656916263325754,0.001954170999994176,911.4157389470456,391499.60073889035,187766.19008844285,168989.57107959857,88176.20837632718,0.0,0.0,0.8969737892792394,120005.65986027101,183122.10171180282,738176.0773031027,1298469.6183311024,0.34170253113976373
77,19250.0,16362.5,9625.0,3800000.0000000005,729.1325911576365,2312430.040611827,1919836.2558094147,4232266.296421241,2239495.6211976362,3410778.712439209,0.8975733453787391,0.10242665462126085,389221.2875607913,1224,759841.1054956339,0.8204647221423312,1232929.5697279717,1171283.0912415728,61646.478486398715,1925.0,18287.5,10102.032069217292,2404212.660969544,71.58338219963775,5775000.0,5775000.0,9320349.039197885,747888.920425512,0.21927219074574947,0.0019312290000073062,911.4157389470456,389221.2875607913,186611.84655113256,167950.6618960193,88176.20837632718,0.0,0.0,0.8975733453787391,120005.65986027101,183122.10171180282,747888.920425512,1307143.5522699323,0.34398514533419267
78,19500.0,16575.0,9750.0,3800000.0000000005,729.1325911576365,2312430.040611827,1919836.2558094147,4232266.296421241,2239495.6211976362,3413057.0256173084,0.8981729014782389,0.10182709852176108,386942.9743826922,1218,757442.881097635,0.821031374670795,1235327.7941259705,1173561.404419672,61766.38970629867,1950.0,18525.0,10237.943107451598,2408889.198545642,70.80310132245381,5850000.0,5850000.0,9441392.53321344,757601.7635479212,0.22197161016109782,0.0019384260000094855,911.4157389470456,386942.9743826922,185605.97263769677,167045.3753739271,88176.20837632718,0.0,0.0,0.8981729014782389,120005.65986027101,183122.10171180282,757601.7635479212,1315951.1088702495,0.3463029233869077
79,19750.0,16787.5,9875.0,3800000.0000000005,729.1325911576365,2312430.040611827,1919836.2558094147,4232266.296421241,2239495.6211976362,3415335.338795407,0.8987724575777386,0.10122754242226134,384664.66120459314,1211,755044.6566996358,0.8215980271992588,1237726.0185239695,1175839.717597771,61886.30092619862,1975.0,18762.5,10373.937852553774,2413565.73612174,70.04257439152768,5925000.0,5925000.0,9562436.027228998,767314.6066703305,0.22466742810120757,0.001969178999985388,911.4157389470456,384664.66120459314,184525.86391232372,166073.27752109137,88176.20837632718,0.0,0.0,0.8987724575777387,120005.65986027101,183122.10171180282,767314.6066703305,1324691.8541398228,0.3486031195104796
