model,train_time_s,inference_time_s,n_break_even_scenarios
ridge,0.034160154000005605,4.477242138158167e-06,5000.304568630652
random_forest,12.429511612000056,0.0001234997578616309,5070.318564219215
neural_network,32.824776842999995,0.0002486381320754587,5183.737675987316
