scenario_id,location,timezone,weather_year,random_seed,pv_capacity_kwp,wind_capacity_kw,annual_load_kwh,peak_load_kw,reliability_target_load_served,round_trip_efficiency,usable_soc_window_fraction,feasible,optimal_n_modules,optimal_capacity_kwh,reference_lpsp,reference_system_lcoe_eur_per_kwh,reference_renewable_share,reference_annualized_cost,infeasibility_reason,mechanistic_optimization_runtime_seconds,annual_pv_kwh,annual_wind_kwh,annual_renewable_kwh
43,jinan,Asia/Shanghai,2023,4200169,3479.25374579152,1252.349901441498,1872622.87024812,1192.1673097417984,0.9979234227011492,0.9282580371800238,0.8243584059721513,True,12,3000.0,0.0,0.3152880904783041,0.9756945384062568,116554.11746891096,,0.2969327529999646,4469739.378155297,1658142.58327361,6127881.961428907
44,jinan,Asia/Shanghai,2023,4200170,3162.71326546413,910.333798670148,2891402.18957823,889.178185343159,0.9952289043637323,0.9168225979862318,0.8203549511735417,True,20,5000.0,0.0,0.2420858406699779,0.9424356588399414,194256.86244818493,,0.28224602399996,4063085.0916115455,1205304.7114314889,5268389.803043034
45,jinan,Asia/Shanghai,2023,4200171,3306.144108699484,1041.7524619278738,2242733.557978346,646.0662820271541,0.993546962843338,0.8917997823723598,0.732574300110911,True,17,4250.0,0.0,0.2792248378042731,0.9658053054973762,165118.33308095718,,0.2890370319998965,4247348.308638056,1379306.307577827,5626654.616215883
46,jinan,Asia/Shanghai,2023,4200172,1334.3400706144637,563.7585829618604,2184560.514816762,798.112916434838,0.994215749771221,0.903349585586908,0.7090346233978853,True,17,4250.0,0.0,0.2561461046443512,0.8556339021314341,165118.33308095718,,0.2822296530000585,1714204.4798227733,746430.460064772,2460634.939887545
47,jinan,Asia/Shanghai,2023,4200173,995.9339701018736,655.8598539203552,2049653.7324059675,1144.5298156845386,0.995258050740551,0.946161648476767,0.7592065725820051,True,13,3250.0,0.0,0.2665628608975342,0.8083778702459532,126266.9605913202,,0.2764471899999989,1279459.7949607628,868374.8457145963,2147834.6406753594
48,jinan,Asia/Shanghai,2023,4200174,3188.366247270891,380.7121621696567,2602060.999101949,1138.8024628713547,0.9916154286511148,0.9172211138178972,0.7899718599888252,True,20,5000.0,0.0,0.238494799425471,0.9393337279476296,194256.86244818493,,0.278558096000097,4096041.050367781,504072.42204200034,4600113.472409781
49,jinan,Asia/Shanghai,2023,4200175,1874.786124609542,432.2541029276752,2007331.5638351515,913.8969536817208,0.993536346524132,0.9629667205139496,0.7638312989216139,True,16,4000.0,0.0,0.2353727315672805,0.9299592800819332,155405.48995854793,,0.277791015000048,2408506.5301496293,572315.2403606381,2980821.7705102675
50,jinan,Asia/Shanghai,2023,4200176,1461.4734850340485,1957.031103245074,3318283.5163672757,969.6991067990648,0.9902090482411208,0.916005530152128,0.8750215226645024,True,18,4500.0,0.0,0.2754088896949943,0.8355992925216753,174831.17620336646,,0.2807093360002,1877530.661305774,2591158.1143148905,4468688.7756206645
51,jinan,Asia/Shanghai,2023,4200177,2396.6075003445867,801.4002805257601,2494286.504059208,1208.305427018313,0.9983148704954864,0.955899059718578,0.8956408861529123,True,16,4000.0,0.0,0.2349195614222612,0.9376800706450882,155405.48995854793,,0.281079673000022,3078881.766306912,1061074.009633924,4139955.775940837
52,jinan,Asia/Shanghai,2023,4200178,1003.0985590333428,213.51265903999976,2981488.8332056804,1087.3863774647905,0.9975525647961088,0.8924496163104444,0.8548671802366102,True,7,1750.0,0.0,0.3448002968544041,0.4837538935673354,67989.90185686472,,0.2837743830000363,1288664.0231128545,282696.09924087266,1571360.122353727
53,jinan,Asia/Shanghai,2023,4200179,1973.7723391740983,1807.4558351653452,1962716.089216359,1173.0222186419082,0.9908648570967468,0.8938172969849153,0.8067680026547921,True,13,3250.0,0.0,0.3033441013773734,0.9593788408604592,126266.9605913202,,0.2817048479998902,2535672.472463812,2393116.719396356,4928789.191860167
54,jinan,Asia/Shanghai,2023,4200180,702.555440562245,295.05278252019866,1202749.3440782393,708.1324926789763,0.99697161493163,0.8831354515251925,0.8304515212931711,True,8,2000.0,0.0,0.2511427053695575,0.8389636413718479,77702.74497927396,,0.2802354390000801,902561.281084118,390657.26155843295,1293218.542642551
55,jinan,Asia/Shanghai,2023,4200181,2969.38195224856,502.401527440168,1978377.7945534424,1153.841022301563,0.9974081214895508,0.9285047589637768,0.863839975858796,True,13,3250.0,0.0,0.2479095106738027,0.9594974073653671,126266.9605913202,,0.2821209819999239,3814715.57135009,665192.1843818367,4479907.755731927
56,jinan,Asia/Shanghai,2023,4200182,2529.957147528913,318.9425796549107,1205657.5646205605,472.8909957827801,0.9980506034794692,0.9381661686905703,0.7343920703874045,True,9,2250.0,0.0,0.2927300594000179,0.9690527324144188,87415.58810168323,,0.2790058210000552,3250193.838559148,422287.9503054343,3672481.7888645823
57,jinan,Asia/Shanghai,2023,4200183,3170.7918854708564,1045.920692517212,3723286.310396901,1232.319041034788,0.99053538022965,0.8993660447165847,0.8171542650309445,True,28,7000.0,0.0,0.2354424050615881,0.924174240582146,271959.60742745886,,0.2815360140000393,4073463.560272792,1384825.1491005756,5458288.709373367
58,jinan,Asia/Shanghai,2023,4200184,632.5253088324838,922.276935535004,2916864.345369472,1246.0777736482733,0.9951917486264784,0.9525571868900252,0.7340682387317037,True,5,1250.0,0.0,0.3381333853666978,0.531097044026333,48564.21561204624,,0.2885786980000375,812594.7364397272,1221117.7232668295,2033712.459706557
59,jinan,Asia/Shanghai,2023,4200185,3435.902431701317,1097.5511843773677,3816462.004234423,1269.428964973025,0.9934265912509544,0.9157772522099492,0.8169505405609874,True,27,6750.0,0.0,0.2336514704336759,0.92489123856829,262246.76430504967,,0.2936717620000308,4414046.666487417,1453185.211292575,5867231.877779992
60,jinan,Asia/Shanghai,2023,4200186,1726.0081321001385,976.7342066372383,4555690.66536696,1223.107861063443,0.9983950165769128,0.9152342781577596,0.7658524919195538,True,22,5500.0,0.0,0.3026512273848475,0.6680987500828008,213682.5486930034,,0.2945272069998736,2217373.9194492595,1293220.5118561485,3510594.4313054075
61,jinan,Asia/Shanghai,2023,4200187,1853.1395005557647,1222.2816147712865,3647634.930683666,941.691080307536,0.994989591210418,0.9088643992024668,0.7691461611525265,True,24,6000.0,0.0,0.2618173776367536,0.823015584558806,233108.23493782192,,0.3292948490000071,2380697.472516416,1618331.4198946154,3999028.892411031
62,jinan,Asia/Shanghai,2023,4200188,1635.7783626791927,370.3515828488996,2080131.9517940576,1009.2694922526556,0.9935018704036988,0.8993085075304129,0.8125344821149715,True,16,4000.0,0.0,0.2343389106643046,0.8984750556929075,155405.48995854793,,0.2842213470000843,2101457.2364678853,490354.7559653254,2591811.992433211
