mae,rmse,r2,median_absolute_error,mape,max_absolute_error,mean_signed_error_bias,pct_within_5pct,pct_within_10pct,pct_within_20pct,n_samples
158.83936911190258,328.80847446656776,0.9926236249478374,84.748046875,0.028586410895821982,3549.1328125,12.604468850528493,0.8470588235294118,0.9823529411764705,1.0,680
