n_scenarios,mean_extra_system_lcoe_eur_per_kwh,median_extra_system_lcoe_eur_per_kwh,max_extra_system_lcoe_eur_per_kwh,pct_within_5pct_of_optimal_lcoe,pct_satisfying_reliability,pct_undersized,pct_oversized,mean_excess_capacity_kwh,max_underprediction_kwh,additional_cost_from_oversizing_eur,n_reliability_violations,n_reliability_violations_from_undersizing,mean_curtailed_difference_kwh,mean_cost_difference_eur,mean_verified_lpsp_battery_alone,mean_reference_lpsp_battery_alone,mean_lean_on_diesel_difference,pct_leaning_more_on_diesel_than_optimum
751,0.0001337961926364787,0.0,0.002531693340967367,1.0,1.0,0.0692410119840213,0.4141145139813582,96.87083888149135,500.0,261326.5867025369,0,0,-7073.639029278456,394.3081246713269,0.1981076090511295,0.20031683903135278,-0.0022092299802232537,0.0692410119840213
