n_scenarios,mean_extra_system_lcoe_eur_per_kwh,median_extra_system_lcoe_eur_per_kwh,max_extra_system_lcoe_eur_per_kwh,pct_within_5pct_of_optimal_lcoe,pct_satisfying_reliability,pct_undersized,pct_oversized,mean_excess_capacity_kwh,max_underprediction_kwh,additional_cost_from_oversizing_eur,n_reliability_violations,n_reliability_violations_from_undersizing,mean_curtailed_difference_kwh,mean_cost_difference_eur
680,0.004603656742576309,0.005472915108660853,0.10235463027334812,0.9691176470588235,0.9397058823529412,0.060294117647058824,0.5294117647058824,140.44117647058823,3500.0,4603887.6400219835,41,41,-734.1441547221941,5456.332459941665
