,pv_kw,wind_kw,renewable_kw,load_kw,direct_supply_kwh,battery_charge_kwh,battery_discharge_kwh,battery_losses_kwh,self_discharge_kwh,curtailed_kwh,unserved_kwh,load_served_kwh,soc_kwh,diesel_output_kwh,diesel_fuel_l,still_unserved_kwh
2023-01-02 20:00:00+08:00,0.0,32.8052806655236,32.8052806655236,936.3568558568578,32.8052806655236,0.0,0.0,0.0,0.02079479999997602,0.0,903.5515751913342,936.3568558568578,600.0,903.5515751913342,344.3907682496872,0.0
2023-01-02 21:00:00+08:00,0.0,23.995015152966424,23.995015152966424,800.7405230368807,23.995015152966424,0.0,0.0,0.0,0.02079479999997602,0.0,776.7455078839143,800.7405230368807,600.0,776.7455078839143,313.1964756920619,0.0
2023-01-02 22:00:00+08:00,0.0,17.681771090643934,17.681771090643934,636.0019761093992,17.681771090643934,0.0,0.0,0.0,0.02079479999997602,0.0,618.3202050187552,636.0019761093992,600.0,618.3202050187552,274.22385118723275,0.0
2023-01-02 23:00:00+08:00,0.0,16.328933077289093,16.328933077289093,424.0446466491478,16.328933077289093,0.0,0.0,0.0,0.02079479999997602,0.0,407.7157135718587,424.0446466491478,600.0,407.7157135718587,222.41514629129622,0.0
2023-01-03 00:00:00+08:00,0.0,18.13271709509553,18.13271709509553,338.62488364929743,18.13271709509553,0.0,0.0,0.0,0.02079479999997602,0.0,320.4921665542019,338.62488364929743,600.0,320.4921665542019,200.95815372495264,0.0
2023-01-03 01:00:00+08:00,0.0,22.19123113516,22.19123113516,280.0202179284412,22.19123113516,0.0,0.0,0.0,0.02079479999997602,0.0,257.82898679328116,280.0202179284412,600.0,257.82898679328116,185.54301150376614,0.0
2023-01-03 02:00:00+08:00,0.0,27.151637184127686,27.151637184127686,264.81217728167366,27.151637184127686,0.0,0.0,0.0,0.02079479999997602,0.0,237.66054009754598,264.81217728167366,600.0,237.66054009754598,180.5815736166153,0.0
2023-01-03 03:00:00+08:00,0.0,31.005223474200253,31.005223474200253,270.1561036420243,31.005223474200253,0.0,0.0,0.0,0.02079479999997602,0.0,239.15088016782403,270.1561036420243,600.0,239.15088016782403,180.9481972739037,0.0
2023-01-03 04:00:00+08:00,0.0,34.605337856846944,34.605337856846944,271.47335965996575,34.605337856846944,0.0,0.0,0.0,0.02079479999997602,0.0,236.8680218031188,271.47335965996575,600.0,236.8680218031188,180.38661411618622,0.0
2023-01-03 05:00:00+08:00,0.0,32.8052806655236,32.8052806655236,410.3103271557259,32.8052806655236,0.0,0.0,0.0,0.02079479999997602,0.0,377.5050464902023,410.3103271557259,600.0,377.5050464902023,214.98332218920876,0.0
2023-01-03 06:00:00+08:00,0.0,28.053529193030908,28.053529193030908,632.3764443563476,28.053529193030908,0.0,0.0,0.0,0.02079479999997602,0.0,604.3229151633167,632.3764443563476,600.0,604.3229151633167,270.7805178827949,0.0
2023-01-03 07:00:00+08:00,22.240750345749767,23.995015152966424,46.23576549871619,849.2962553513047,46.23576549871619,0.0,0.0,0.0,0.02079479999997602,0.0,803.0604898525885,849.2962553513047,600.0,803.0604898525885,319.66996125635575,0.0
2023-01-03 08:00:00+08:00,323.0935922864103,14.525149059482668,337.61874134589294,914.2844582220854,337.61874134589294,0.0,0.0,0.0,0.02079479999997602,0.0,576.6657168761924,914.2844582220853,600.0,576.6657168761924,263.9768471041623,0.0
2023-01-03 09:00:00+08:00,665.0511060125115,57.76922299751154,722.820329010023,810.4127713649979,722.820329010023,0.0,0.0,0.0,0.02079479999997602,0.0,87.59244235497488,810.4127713649979,600.0,87.59244235497488,143.6648215719428,0.0
2023-01-03 10:00:00+08:00,927.9017747036659,75.4269268743026,1003.3287015779684,572.8691062083655,572.8691062083655,430.459595369603,0.0,10.899480387882875,0.02079479999997602,0.0,0.0,572.8691062083655,1019.5393201817201,0.0,0.0,0.0
