mae,rmse,r2,median_absolute_error,mape,max_absolute_error,mean_signed_error_bias,pct_within_5pct,pct_within_10pct,pct_within_20pct,n_samples
125.9433274758005,168.17570585447012,0.9933815086020992,99.2686767578125,0.03720465498339376,870.046875,-27.46359220420949,0.7896138482023968,0.9387483355525965,0.9893475366178429,751
